period_start_utc,MOD-00164,MOD-00166,MOD-00170,MOD-00174,MOD-00181,MOD-00182,MOD-00337,MOD-00343
2024-08-20 09:00:00+00:00,31.459,28.794,27.245,36.181,37.532,30.906,21.207,8.248
2024-08-20 10:00:00+00:00,31.75,29.134,17.749,36.539,37.808,31.263,11.521,10.52
2024-08-20 11:00:00+00:00,31.745,29.238,21.059,36.7,37.766,31.378,6.7,12.409
2024-08-20 12:00:00+00:00,32.201,29.579,27.33,37.105,38.04,31.843,7.263,11.486
2024-08-20 13:00:00+00:00,15.2,11.313,9.146,33.598,33.877,16.923,8.9,8.894
2024-08-20 14:00:00+00:00,9.16,6.401,7.803,24.775,21.201,6.496,5.246,8.998
2024-08-20 15:00:00+00:00,22.948,6.252,7.168,22.811,28.01,7.115,5.243,7.467
2024-08-20 16:00:00+00:00,26.396,7.435,8.053,31.438,28.906,19.414,10.481,4.145
2024-08-20 17:00:00+00:00,29.45,8.802,9.096,33.933,33.9,25.295,11.823,7.97
2024-08-20 18:00:00+00:00,30.858,14.664,13.85,35.857,35.111,29.422,16.61,12.102
2024-08-20 19:00:00+00:00,32.582,23.925,13.356,37.774,37.033,31.522,12.738,16.178
2024-08-20 20:00:00+00:00,33.46,16.034,10.089,38.488,38.125,32.112,8.904,17.308
2024-08-20 21:00:00+00:00,34.279,15.32,10.564,39.252,39.234,32.962,6.352,12.58
2024-08-20 22:00:00+00:00,34.505,14.108,12.619,40.094,40.634,27.577,6.652,7.454
2024-08-20 23:00:00+00:00,35.849,33.252,31.882,40.626,41.452,35.027,9.47,12.527
2024-08-21 00:00:00+00:00,35.166,32.594,31.207,39.937,40.885,34.39,8.157,19.739
2024-08-21 01:00:00+00:00,36.527,34.014,33.186,41.095,42.438,35.712,8.414,20.445
2024-08-21 02:00:00+00:00,36.958,34.534,33.865,41.522,43.281,36.342,9.751,18.209
2024-08-21 03:00:00+00:00,36.379,33.972,32.905,40.953,42.796,35.811,11.99,13.278
