period_start,period_end,period_start_utc,period_end_utc,sn,n_datapoints,rh,temp,pm1,pm25,pm10,co,no,no2,o3
2024-08-10T11:00:00-04:00,2024-08-10T12:00:00-04:00,2024-08-10T15:00:00+00:00,2024-08-10T16:00:00+00:00,MOD-00343,60,58.243,30.313,4.61,4.999,8.712,410.182,3.238,2.697,41.529
2024-08-10T12:00:00-04:00,2024-08-10T13:00:00-04:00,2024-08-10T16:00:00+00:00,2024-08-10T17:00:00+00:00,MOD-00343,60,46.69,32.623,6.378,6.767,11.175,407.066,8.138,2.471,47.839
2024-08-10T13:00:00-04:00,2024-08-10T14:00:00-04:00,2024-08-10T17:00:00+00:00,2024-08-10T18:00:00+00:00,MOD-00343,60,41.118,33.607,7.169,7.443,10.544,418.372,3.955,3.298,55.009
2024-08-10T14:00:00-04:00,2024-08-10T15:00:00-04:00,2024-08-10T18:00:00+00:00,2024-08-10T19:00:00+00:00,MOD-00343,60,38.83,34.31,7.352,7.656,12.424,446.393,3.796,3.722,61.572
2024-08-10T15:00:00-04:00,2024-08-10T16:00:00-04:00,2024-08-10T19:00:00+00:00,2024-08-10T20:00:00+00:00,MOD-00343,60,33.045,35.008,6.906,7.178,10.509,440.773,4.83,3.882,64.889
2024-08-10T16:00:00-04:00,2024-08-10T17:00:00-04:00,2024-08-10T20:00:00+00:00,2024-08-10T21:00:00+00:00,MOD-00343,60,31.807,34.557,5.707,5.95,8.807,451.818,3.259,3.249,65.916
2024-08-10T17:00:00-04:00,2024-08-10T18:00:00-04:00,2024-08-10T21:00:00+00:00,2024-08-10T22:00:00+00:00,MOD-00343,60,32.418,33.218,4.17,4.366,10.105,460.003,2.569,4.245,63.325
2024-08-10T18:00:00-04:00,2024-08-10T19:00:00-04:00,2024-08-10T22:00:00+00:00,2024-08-10T23:00:00+00:00,MOD-00343,60,35.492,31.2,3.493,3.673,7.472,475.757,2.372,6.1,58.846
2024-08-10T19:00:00-04:00,2024-08-10T20:00:00-04:00,2024-08-10T23:00:00+00:00,2024-08-11T00:00:00+00:00,MOD-00343,60,38.88,28.962,3.441,3.621,7.457,479.096,2.745,7.868,53.808
2024-08-10T20:00:00-04:00,2024-08-10T21:00:00-04:00,2024-08-11T00:00:00+00:00,2024-08-11T01:00:00+00:00,MOD-00343,60,44.207,26.832,4.067,4.255,7.735,487.628,4.487,14.395,49.85
2024-08-10T21:00:00-04:00,2024-08-10T22:00:00-04:00,2024-08-11T01:00:00+00:00,2024-08-11T02:00:00+00:00,MOD-00343,60,46.882,25.58,4.754,4.961,8.337,481.196,4.634,16.093,47.483
2024-08-10T22:00:00-04:00,2024-08-10T23:00:00-04:00,2024-08-11T02:00:00+00:00,2024-08-11T03:00:00+00:00,MOD-00343,60,50.097,24.78,5.767,5.99,9.023,505.601,3.238,19.778,43.816
2024-08-10T23:00:00-04:00,2024-08-11T00:00:00-04:00,2024-08-11T03:00:00+00:00,2024-08-11T04:00:00+00:00,MOD-00343,60,53.295,24.185,6.114,6.396,10.195,532.34,2.411,11.222,40.157
2024-08-11T00:00:00-04:00,2024-08-11T01:00:00-04:00,2024-08-11T04:00:00+00:00,2024-08-11T05:00:00+00:00,MOD-00343,60,55.677,23.82,5.737,6.006,8.715,498.283,2.352,9.556,38.787
2024-08-11T01:00:00-04:00,2024-08-11T02:00:00-04:00,2024-08-11T05:00:00+00:00,2024-08-11T06:00:00+00:00,MOD-00343,60,55.65,23.537,5.875,6.148,10.456,464.054,2.379,9.03,38.338
2024-08-11T02:00:00-04:00,2024-08-11T03:00:00-04:00,2024-08-11T06:00:00+00:00,2024-08-11T07:00:00+00:00,MOD-00343,60,56.045,23.033,5.561,5.861,9.361,439.749,2.364,11.258,36.233
2024-08-11T03:00:00-04:00,2024-08-11T04:00:00-04:00,2024-08-11T07:00:00+00:00,2024-08-11T08:00:00+00:00,MOD-00343,60,59.36,22.348,5.734,6.088,10.429,440.945,2.405,8.308,33.571
2024-08-11T04:00:00-04:00,2024-08-11T05:00:00-04:00,2024-08-11T08:00:00+00:00,2024-08-11T09:00:00+00:00,MOD-00343,60,62.317,21.603,5.838,6.209,10.789,452.861,2.43,10.601,30.722
2024-08-11T05:00:00-04:00,2024-08-11T06:00:00-04:00,2024-08-11T09:00:00+00:00,2024-08-11T10:00:00+00:00,MOD-00343,60,65.063,20.783,7.164,7.564,12.323,529.732,2.445,12.86,28.262
2024-08-11T06:00:00-04:00,2024-08-11T07:00:00-04:00,2024-08-11T10:00:00+00:00,2024-08-11T11:00:00+00:00,MOD-00343,60,66.452,20.345,5.757,6.144,12.031,453.04,2.072,15.266,27.296
2024-08-11T07:00:00-04:00,2024-08-11T08:00:00-04:00,2024-08-11T11:00:00+00:00,2024-08-11T12:00:00+00:00,MOD-00343,60,60.307,21.237,4.953,5.274,9.931,415.038,2.424,6.431,28.982
2024-08-11T08:00:00-04:00,2024-08-11T09:00:00-04:00,2024-08-11T12:00:00+00:00,2024-08-11T13:00:00+00:00,MOD-00343,60,51.5,23.34,4.613,4.87,7.453,390.099,3.341,6.887,33.362
2024-08-11T09:00:00-04:00,2024-08-11T10:00:00-04:00,2024-08-11T13:00:00+00:00,2024-08-11T14:00:00+00:00,MOD-00343,60,42.07,25.758,4.783,4.996,8.49,361.147,4.985,3.056,39.005
2024-08-11T10:00:00-04:00,2024-08-11T11:00:00-04:00,2024-08-11T14:00:00+00:00,2024-08-11T15:00:00+00:00,MOD-00343,60,38.093,27.405,4.664,4.839,7.11,362.204,3.874,3.534,43.37
2024-08-11T11:00:00-04:00,2024-08-11T12:00:00-04:00,2024-08-11T15:00:00+00:00,2024-08-11T16:00:00+00:00,MOD-00343,60,33.765,28.903,3.969,4.126,7.248,355.695,2.859,6.295,47.494
2024-08-11T12:00:00-04:00,2024-08-11T13:00:00-04:00,2024-08-11T16:00:00+00:00,2024-08-11T17:00:00+00:00,MOD-00343,60,32.577,29.852,4.039,4.2,7.012,366.793,2.306,4.129,52.69
2024-08-11T13:00:00-04:00,2024-08-11T14:00:00-04:00,2024-08-11T17:00:00+00:00,2024-08-11T18:00:00+00:00,MOD-00343,60,29.483,31.113,3.976,4.104,6.858,368.559,2.642,6.092,56.717
2024-08-11T14:00:00-04:00,2024-08-11T15:00:00-04:00,2024-08-11T18:00:00+00:00,2024-08-11T19:00:00+00:00,MOD-00343,60,26.913,32.103,3.956,4.089,6.507,366.773,2.983,7.016,60.201
2024-08-11T15:00:00-04:00,2024-08-11T16:00:00-04:00,2024-08-11T19:00:00+00:00,2024-08-11T20:00:00+00:00,MOD-00343,60,29.308,31.347,4.141,4.264,7.305,402.084,2.201,3.489,61.005
2024-08-11T16:00:00-04:00,2024-08-11T17:00:00-04:00,2024-08-11T20:00:00+00:00,2024-08-11T21:00:00+00:00,MOD-00343,60,29.163,32.125,4.428,4.575,7.818,413.474,2.399,3.366,61.905
2024-08-11T17:00:00-04:00,2024-08-11T18:00:00-04:00,2024-08-11T21:00:00+00:00,2024-08-11T22:00:00+00:00,MOD-00343,60,33.55,31.275,4.854,5.014,7.001,451.943,2.183,7.278,60.872
2024-08-11T18:00:00-04:00,2024-08-11T19:00:00-04:00,2024-08-11T22:00:00+00:00,2024-08-11T23:00:00+00:00,MOD-00343,60,37.257,29.977,5.537,5.71,9.634,469.734,2.486,6.784,59.036
2024-08-11T19:00:00-04:00,2024-08-11T20:00:00-04:00,2024-08-11T23:00:00+00:00,2024-08-12T00:00:00+00:00,MOD-00343,60,43.963,27.762,6.253,6.463,11.063,505.732,3.911,14.054,54.688
2024-08-11T20:00:00-04:00,2024-08-11T21:00:00-04:00,2024-08-12T00:00:00+00:00,2024-08-12T01:00:00+00:00,MOD-00343,60,49.993,26.13,6.56,6.774,10.048,511.86,3.126,23.499,50.428
2024-08-11T21:00:00-04:00,2024-08-11T22:00:00-04:00,2024-08-12T01:00:00+00:00,2024-08-12T02:00:00+00:00,MOD-00343,60,53.283,25.043,6.341,6.593,10.968,496.925,2.368,18.06,48.283
2024-08-11T22:00:00-04:00,2024-08-11T23:00:00-04:00,2024-08-12T02:00:00+00:00,2024-08-12T03:00:00+00:00,MOD-00343,60,55.263,24.118,6.334,6.612,12.047,475.486,2.333,11.631,46.377
2024-08-11T23:00:00-04:00,2024-08-12T00:00:00-04:00,2024-08-12T03:00:00+00:00,2024-08-12T04:00:00+00:00,MOD-00343,60,57.485,23.352,6.403,6.7,11.44,460.068,2.327,8.579,44.746
2024-08-12T00:00:00-04:00,2024-08-12T01:00:00-04:00,2024-08-12T04:00:00+00:00,2024-08-12T05:00:00+00:00,MOD-00343,60,60.793,22.558,5.613,5.894,9.772,446.319,2.402,7.287,40.559
2024-08-12T01:00:00-04:00,2024-08-12T02:00:00-04:00,2024-08-12T05:00:00+00:00,2024-08-12T06:00:00+00:00,MOD-00343,60,60.078,21.905,3.251,3.428,6.487,403.729,2.374,8.958,35.985
2024-08-12T02:00:00-04:00,2024-08-12T03:00:00-04:00,2024-08-12T06:00:00+00:00,2024-08-12T07:00:00+00:00,MOD-00343,60,61.472,21.163,2.54,2.708,5.123,392.47,2.41,9.539,33.319
2024-08-12T03:00:00-04:00,2024-08-12T04:00:00-04:00,2024-08-12T07:00:00+00:00,2024-08-12T08:00:00+00:00,MOD-00343,60,62.68,20.425,2.073,2.244,4.604,385.56,2.575,10.892,32.192
2024-08-12T04:00:00-04:00,2024-08-12T05:00:00-04:00,2024-08-12T08:00:00+00:00,2024-08-12T09:00:00+00:00,MOD-00343,60,64.402,19.763,1.939,2.104,4.724,381.55,2.664,9.664,31.36
2024-08-12T05:00:00-04:00,2024-08-12T06:00:00-04:00,2024-08-12T09:00:00+00:00,2024-08-12T10:00:00+00:00,MOD-00343,60,66.34,19.138,1.968,2.174,3.939,385.438,2.217,9.049,28.898
2024-08-12T06:00:00-04:00,2024-08-12T07:00:00-04:00,2024-08-12T10:00:00+00:00,2024-08-12T11:00:00+00:00,MOD-00343,60,67.417,18.9,1.941,2.154,4.821,390.451,1.992,9.277,28.228
2024-08-12T07:00:00-04:00,2024-08-12T08:00:00-04:00,2024-08-12T11:00:00+00:00,2024-08-12T12:00:00+00:00,MOD-00343,60,64.663,19.738,2.108,2.316,5.791,397.217,2.473,8.382,28.385
2024-08-12T08:00:00-04:00,2024-08-12T09:00:00-04:00,2024-08-12T12:00:00+00:00,2024-08-12T13:00:00+00:00,MOD-00343,60,58.013,21.455,2.259,2.491,6.487,374.866,2.408,6.504,30.145
2024-08-12T09:00:00-04:00,2024-08-12T10:00:00-04:00,2024-08-12T13:00:00+00:00,2024-08-12T14:00:00+00:00,MOD-00343,60,50.287,23.283,2.01,2.2,6.924,358.955,3.185,5.664,31.499
2024-08-12T10:00:00-04:00,2024-08-12T11:00:00-04:00,2024-08-12T14:00:00+00:00,2024-08-12T15:00:00+00:00,MOD-00343,60,44.872,24.967,2.054,2.208,6.77,349.497,5.906,2.149,34.929
2024-08-12T11:00:00-04:00,2024-08-12T12:00:00-04:00,2024-08-12T15:00:00+00:00,2024-08-12T16:00:00+00:00,MOD-00343,60,40.43,26.69,2.066,2.228,6.501,346.425,3.878,3.061,39.181
2024-08-12T12:00:00-04:00,2024-08-12T13:00:00-04:00,2024-08-12T16:00:00+00:00,2024-08-12T17:00:00+00:00,MOD-00343,60,37.738,27.917,2.178,2.315,6.513,352.876,3.7,3.419,41.744
2024-08-12T13:00:00-04:00,2024-08-12T14:00:00-04:00,2024-08-12T17:00:00+00:00,2024-08-12T18:00:00+00:00,MOD-00343,60,35.952,29.177,2.507,2.669,4.993,368.737,3.517,4.903,45.202
2024-08-12T14:00:00-04:00,2024-08-12T15:00:00-04:00,2024-08-12T18:00:00+00:00,2024-08-12T19:00:00+00:00,MOD-00343,60,36.492,28.678,2.54,2.721,6.31,397.509,3.417,5.164,47.164
2024-08-12T15:00:00-04:00,2024-08-12T16:00:00-04:00,2024-08-12T19:00:00+00:00,2024-08-12T20:00:00+00:00,MOD-00343,60,38.213,28.247,2.992,3.176,7.338,407.369,3.371,5.815,48.347
2024-08-12T16:00:00-04:00,2024-08-12T17:00:00-04:00,2024-08-12T20:00:00+00:00,2024-08-12T21:00:00+00:00,MOD-00343,60,37.505,28.852,3.249,3.436,6.325,404.462,2.967,5.436,50.145
2024-08-12T17:00:00-04:00,2024-08-12T18:00:00-04:00,2024-08-12T21:00:00+00:00,2024-08-12T22:00:00+00:00,MOD-00343,60,40.488,28.582,3.537,3.716,6.932,406.211,3.478,6.603,49.327
2024-08-12T18:00:00-04:00,2024-08-12T19:00:00-04:00,2024-08-12T22:00:00+00:00,2024-08-12T23:00:00+00:00,MOD-00343,60,45.362,26.377,3.568,3.727,6.273,435.77,5.029,10.879,45.675
2024-08-12T19:00:00-04:00,2024-08-12T20:00:00-04:00,2024-08-12T23:00:00+00:00,2024-08-13T00:00:00+00:00,MOD-00343,60,51.432,24.822,3.549,3.714,6.819,449.307,2.923,17.965,42.648
2024-08-12T20:00:00-04:00,2024-08-12T21:00:00-04:00,2024-08-13T00:00:00+00:00,2024-08-13T01:00:00+00:00,MOD-00343,60,51.898,23.68,2.816,2.949,4.45,429.558,2.478,9.164,38.915
2024-08-12T21:00:00-04:00,2024-08-12T22:00:00-04:00,2024-08-13T01:00:00+00:00,2024-08-13T02:00:00+00:00,MOD-00343,60,54.408,22.65,2.54,2.651,4.15,412.323,2.391,8.977,36.026
2024-08-12T22:00:00-04:00,2024-08-12T23:00:00-04:00,2024-08-13T02:00:00+00:00,2024-08-13T03:00:00+00:00,MOD-00343,60,58.737,21.825,2.609,2.732,4.589,410.185,2.292,8.787,33.436
2024-08-12T23:00:00-04:00,2024-08-13T00:00:00-04:00,2024-08-13T03:00:00+00:00,2024-08-13T04:00:00+00:00,MOD-00343,60,62.662,21.088,2.601,2.76,4.697,408.129,2.489,10.085,30.06
2024-08-13T00:00:00-04:00,2024-08-13T01:00:00-04:00,2024-08-13T04:00:00+00:00,2024-08-13T05:00:00+00:00,MOD-00343,60,65.343,20.443,2.506,2.729,5.932,398.105,2.429,8.518,26.877
2024-08-13T01:00:00-04:00,2024-08-13T02:00:00-04:00,2024-08-13T05:00:00+00:00,2024-08-13T06:00:00+00:00,MOD-00343,60,67.523,19.905,2.316,2.522,4.991,384.016,1.849,17.762,24.63
2024-08-13T02:00:00-04:00,2024-08-13T03:00:00-04:00,2024-08-13T06:00:00+00:00,2024-08-13T07:00:00+00:00,MOD-00343,60,68.835,19.46,2.22,2.444,5.076,372.061,1.713,14.962,22.393
2024-08-13T03:00:00-04:00,2024-08-13T04:00:00-04:00,2024-08-13T07:00:00+00:00,2024-08-13T08:00:00+00:00,MOD-00343,60,68.988,19.208,2.13,2.326,5.05,368.177,1.74,15.61,21.515
2024-08-13T04:00:00-04:00,2024-08-13T05:00:00-04:00,2024-08-13T08:00:00+00:00,2024-08-13T09:00:00+00:00,MOD-00343,60,69.2,19.145,2.242,2.47,5.123,367.302,1.738,14.975,20.718
2024-08-13T05:00:00-04:00,2024-08-13T06:00:00-04:00,2024-08-13T09:00:00+00:00,2024-08-13T10:00:00+00:00,MOD-00343,60,69.978,18.815,2.434,2.671,5.54,380.514,1.754,16.919,19.19
