period_start,period_end,period_start_utc,period_end_utc,sn,n_datapoints,rh,temp,pm1,pm25,pm10,co,no,no2,o3
2024-08-08T13:00:00-04:00,2024-08-08T14:00:00-04:00,2024-08-08T17:00:00+00:00,2024-08-08T18:00:00+00:00,MOD-00164,0,,,,,,,,,
2024-08-08T14:00:00-04:00,2024-08-08T15:00:00-04:00,2024-08-08T18:00:00+00:00,2024-08-08T19:00:00+00:00,MOD-00164,0,,,,,,,,,
2024-08-08T15:00:00-04:00,2024-08-08T16:00:00-04:00,2024-08-08T19:00:00+00:00,2024-08-08T20:00:00+00:00,MOD-00164,0,,,,,,,,,
2024-08-08T16:00:00-04:00,2024-08-08T17:00:00-04:00,2024-08-08T20:00:00+00:00,2024-08-08T21:00:00+00:00,MOD-00164,35,,,,,,,,,
2024-08-08T17:00:00-04:00,2024-08-08T18:00:00-04:00,2024-08-08T21:00:00+00:00,2024-08-08T22:00:00+00:00,MOD-00164,60,58.115,24.245,5.057,5.746,15.311,,,,
2024-08-08T18:00:00-04:00,2024-08-08T19:00:00-04:00,2024-08-08T22:00:00+00:00,2024-08-08T23:00:00+00:00,MOD-00164,60,63.763,22.412,5.018,5.703,16.934,528.404,13.376,22.633,38.861
2024-08-08T19:00:00-04:00,2024-08-08T20:00:00-04:00,2024-08-08T23:00:00+00:00,2024-08-09T00:00:00+00:00,MOD-00164,60,68.98,21.118,4.822,5.768,17.695,480.685,12.626,32.107,30.578
2024-08-08T20:00:00-04:00,2024-08-08T21:00:00-04:00,2024-08-09T00:00:00+00:00,2024-08-09T01:00:00+00:00,MOD-00164,60,82.702,19.532,4.82,5.965,11.77,458.876,4.483,37.475,26.099
2024-08-08T21:00:00-04:00,2024-08-08T22:00:00-04:00,2024-08-09T01:00:00+00:00,2024-08-09T02:00:00+00:00,MOD-00164,60,86.685,19.013,4.742,6.092,15.017,427.923,3.257,34.122,21.31
2024-08-08T22:00:00-04:00,2024-08-08T23:00:00-04:00,2024-08-09T02:00:00+00:00,2024-08-09T03:00:00+00:00,MOD-00164,60,86.862,19.147,4.773,6.463,23.169,383.346,3.706,27.823,18.075
2024-08-08T23:00:00-04:00,2024-08-09T00:00:00-04:00,2024-08-09T03:00:00+00:00,2024-08-09T04:00:00+00:00,MOD-00164,60,86.328,19.34,4.766,6.17,21.528,356.498,3.599,18.718,15.466
2024-08-09T00:00:00-04:00,2024-08-09T01:00:00-04:00,2024-08-09T04:00:00+00:00,2024-08-09T05:00:00+00:00,MOD-00164,60,86.76,19.37,4.726,6.675,25.746,321.29,3.896,13.397,15.098
2024-08-09T01:00:00-04:00,2024-08-09T02:00:00-04:00,2024-08-09T05:00:00+00:00,2024-08-09T06:00:00+00:00,MOD-00164,60,88.203,19.3,4.047,5.691,49.324,302.708,4.194,12.613,16.327
2024-08-09T02:00:00-04:00,2024-08-09T03:00:00-04:00,2024-08-09T06:00:00+00:00,2024-08-09T07:00:00+00:00,MOD-00164,60,89.307,19.3,3.62,4.63,23.935,292.415,4.213,12.587,14.992
2024-08-09T03:00:00-04:00,2024-08-09T04:00:00-04:00,2024-08-09T07:00:00+00:00,2024-08-09T08:00:00+00:00,MOD-00164,60,89.422,19.4,3.661,5.139,14.564,288.459,4.216,12.586,13.191
2024-08-09T04:00:00-04:00,2024-08-09T05:00:00-04:00,2024-08-09T08:00:00+00:00,2024-08-09T09:00:00+00:00,MOD-00164,60,89.588,19.475,2.813,4.13,12.597,282.503,4.218,12.58,11.998
2024-08-09T05:00:00-04:00,2024-08-09T06:00:00-04:00,2024-08-09T09:00:00+00:00,2024-08-09T10:00:00+00:00,MOD-00164,60,90.437,19.585,3.31,4.22,15.425,293.254,4.218,12.583,10.808
2024-08-09T06:00:00-04:00,2024-08-09T07:00:00-04:00,2024-08-09T10:00:00+00:00,2024-08-09T11:00:00+00:00,MOD-00164,60,90.828,19.82,4.52,6.512,42.037,338.81,5.267,12.606,8.322
2024-08-09T07:00:00-04:00,2024-08-09T08:00:00-04:00,2024-08-09T11:00:00+00:00,2024-08-09T12:00:00+00:00,MOD-00164,60,90.907,20.217,5.279,7.436,62.588,389.743,9.467,12.63,6.426
2024-08-09T08:00:00-04:00,2024-08-09T09:00:00-04:00,2024-08-09T12:00:00+00:00,2024-08-09T13:00:00+00:00,MOD-00164,60,90.638,21.058,6.432,8.697,43.18,440.931,9.634,12.628,6.18
2024-08-09T09:00:00-04:00,2024-08-09T10:00:00-04:00,2024-08-09T13:00:00+00:00,2024-08-09T14:00:00+00:00,MOD-00164,60,87.54,22.428,7.29,9.907,19.758,498.113,22.418,11.094,4.402
2024-08-09T10:00:00-04:00,2024-08-09T11:00:00-04:00,2024-08-09T14:00:00+00:00,2024-08-09T15:00:00+00:00,MOD-00164,60,86.472,23.262,7.959,10.968,27.205,544.373,24.363,8.433,4.272
2024-08-09T11:00:00-04:00,2024-08-09T12:00:00-04:00,2024-08-09T15:00:00+00:00,2024-08-09T16:00:00+00:00,MOD-00164,60,83.708,25.342,11.215,15.712,49.897,671.33,38.412,10.962,8.294
2024-08-09T12:00:00-04:00,2024-08-09T13:00:00-04:00,2024-08-09T16:00:00+00:00,2024-08-09T17:00:00+00:00,MOD-00164,60,71.583,29.578,7.552,10.812,28.915,570.529,32.981,8.485,9.439
2024-08-09T13:00:00-04:00,2024-08-09T14:00:00-04:00,2024-08-09T17:00:00+00:00,2024-08-09T18:00:00+00:00,MOD-00164,60,61.63,32.18,4.985,9.055,34.371,394.856,19.254,6.387,10.209
2024-08-09T14:00:00-04:00,2024-08-09T15:00:00-04:00,2024-08-09T18:00:00+00:00,2024-08-09T19:00:00+00:00,MOD-00164,60,55.752,33.325,4.403,8.683,29.877,349.925,11.756,6.108,13.736
2024-08-09T15:00:00-04:00,2024-08-09T16:00:00-04:00,2024-08-09T19:00:00+00:00,2024-08-09T20:00:00+00:00,MOD-00164,60,55.853,33.092,4.073,8.712,34.216,345.933,8.707,4.812,16.853
2024-08-09T16:00:00-04:00,2024-08-09T17:00:00-04:00,2024-08-09T20:00:00+00:00,2024-08-09T21:00:00+00:00,MOD-00164,60,57.205,32.765,3.723,9.048,39.445,349.568,9.324,6.102,17.907
2024-08-09T17:00:00-04:00,2024-08-09T18:00:00-04:00,2024-08-09T21:00:00+00:00,2024-08-09T22:00:00+00:00,MOD-00164,60,59.493,31.892,3.819,10.294,47.213,345.214,7.673,5.002,17.221
2024-08-09T18:00:00-04:00,2024-08-09T19:00:00-04:00,2024-08-09T22:00:00+00:00,2024-08-09T23:00:00+00:00,MOD-00164,60,63.708,30.588,4.003,11.002,46.402,339.856,5.837,3.742,16.239
2024-08-09T19:00:00-04:00,2024-08-09T20:00:00-04:00,2024-08-09T23:00:00+00:00,2024-08-10T00:00:00+00:00,MOD-00164,60,66.362,29.713,4.063,12.584,61.544,321.305,5.758,3.9,15.44
2024-08-09T20:00:00-04:00,2024-08-09T21:00:00-04:00,2024-08-10T00:00:00+00:00,2024-08-10T01:00:00+00:00,MOD-00164,60,71.018,28.878,4.145,13.303,59.999,317.014,6.317,8.125,16.25
2024-08-09T21:00:00-04:00,2024-08-09T22:00:00-04:00,2024-08-10T01:00:00+00:00,2024-08-10T02:00:00+00:00,MOD-00164,60,73.047,28.423,4.63,14.446,68.42,315.979,8.622,20.693,15.894
2024-08-09T22:00:00-04:00,2024-08-09T23:00:00-04:00,2024-08-10T02:00:00+00:00,2024-08-10T03:00:00+00:00,MOD-00164,60,77.675,27.577,4.528,15.296,67.856,302.405,5.831,14.483,15.608
2024-08-09T23:00:00-04:00,2024-08-10T00:00:00-04:00,2024-08-10T03:00:00+00:00,2024-08-10T04:00:00+00:00,MOD-00164,60,83.135,26.417,3.569,12.251,36.151,300.464,2.842,16.124,15.285
2024-08-10T00:00:00-04:00,2024-08-10T01:00:00-04:00,2024-08-10T04:00:00+00:00,2024-08-10T05:00:00+00:00,MOD-00164,60,84.012,26.065,3.664,10.181,28.509,301.528,3.821,8.281,13.345
2024-08-10T01:00:00-04:00,2024-08-10T02:00:00-04:00,2024-08-10T05:00:00+00:00,2024-08-10T06:00:00+00:00,MOD-00164,60,84.143,26.082,3.544,8.099,19.539,295.78,4.644,6.845,12.712
2024-08-10T02:00:00-04:00,2024-08-10T03:00:00-04:00,2024-08-10T06:00:00+00:00,2024-08-10T07:00:00+00:00,MOD-00164,60,83.35,25.742,1.513,2.841,6.41,288.115,5.793,7.892,13.177
2024-08-10T03:00:00-04:00,2024-08-10T04:00:00-04:00,2024-08-10T07:00:00+00:00,2024-08-10T08:00:00+00:00,MOD-00164,60,82.0,25.547,1.639,2.606,10.331,286.257,6.392,12.331,14.64
2024-08-10T04:00:00-04:00,2024-08-10T05:00:00-04:00,2024-08-10T08:00:00+00:00,2024-08-10T09:00:00+00:00,MOD-00164,60,84.907,25.127,1.709,2.908,6.655,295.295,3.677,8.268,14.465
2024-08-10T05:00:00-04:00,2024-08-10T06:00:00-04:00,2024-08-10T09:00:00+00:00,2024-08-10T10:00:00+00:00,MOD-00164,60,85.945,24.97,1.019,1.664,5.837,302.421,3.246,7.869,11.556
2024-08-10T06:00:00-04:00,2024-08-10T07:00:00-04:00,2024-08-10T10:00:00+00:00,2024-08-10T11:00:00+00:00,MOD-00164,60,85.37,25.182,0.802,1.324,5.505,305.658,3.957,7.271,7.304
2024-08-10T07:00:00-04:00,2024-08-10T08:00:00-04:00,2024-08-10T11:00:00+00:00,2024-08-10T12:00:00+00:00,MOD-00164,60,84.707,25.475,0.826,1.415,5.347,315.545,5.336,6.824,4.502
2024-08-10T08:00:00-04:00,2024-08-10T09:00:00-04:00,2024-08-10T12:00:00+00:00,2024-08-10T13:00:00+00:00,MOD-00164,60,81.323,26.028,1.251,1.624,4.398,317.457,9.477,9.969,5.934
2024-08-10T09:00:00-04:00,2024-08-10T10:00:00-04:00,2024-08-10T13:00:00+00:00,2024-08-10T14:00:00+00:00,MOD-00164,60,70.307,28.59,2.24,2.608,4.756,318.433,12.895,9.798,7.596
2024-08-10T10:00:00-04:00,2024-08-10T11:00:00-04:00,2024-08-10T14:00:00+00:00,2024-08-10T15:00:00+00:00,MOD-00164,60,55.542,32.14,3.776,4.199,7.03,295.511,10.465,4.339,8.286
2024-08-10T11:00:00-04:00,2024-08-10T12:00:00-04:00,2024-08-10T15:00:00+00:00,2024-08-10T16:00:00+00:00,MOD-00164,60,50.43,33.068,5.667,6.158,11.227,313.512,9.226,4.795,15.124
2024-08-10T12:00:00-04:00,2024-08-10T13:00:00-04:00,2024-08-10T16:00:00+00:00,2024-08-10T17:00:00+00:00,MOD-00164,60,40.425,35.417,7.796,8.343,15.409,294.717,7.773,5.04,19.451
2024-08-10T13:00:00-04:00,2024-08-10T14:00:00-04:00,2024-08-10T17:00:00+00:00,2024-08-10T18:00:00+00:00,MOD-00164,60,40.108,34.093,9.11,9.515,14.265,331.554,3.314,7.183,26.709
2024-08-10T14:00:00-04:00,2024-08-10T15:00:00-04:00,2024-08-10T18:00:00+00:00,2024-08-10T19:00:00+00:00,MOD-00164,60,40.065,33.753,9.609,10.002,14.261,369.97,4.25,14.331,30.603
2024-08-10T15:00:00-04:00,2024-08-10T16:00:00-04:00,2024-08-10T19:00:00+00:00,2024-08-10T20:00:00+00:00,MOD-00164,60,34.408,34.275,8.951,9.306,12.875,348.099,5.64,15.544,30.947
2024-08-10T16:00:00-04:00,2024-08-10T17:00:00-04:00,2024-08-10T20:00:00+00:00,2024-08-10T21:00:00+00:00,MOD-00164,60,31.685,34.698,7.441,7.757,12.323,345.352,4.949,17.249,32.401
2024-08-10T17:00:00-04:00,2024-08-10T18:00:00-04:00,2024-08-10T21:00:00+00:00,2024-08-10T22:00:00+00:00,MOD-00164,60,31.467,33.853,5.491,5.78,10.561,353.277,4.021,22.404,31.89
2024-08-10T18:00:00-04:00,2024-08-10T19:00:00-04:00,2024-08-10T22:00:00+00:00,2024-08-10T23:00:00+00:00,MOD-00164,60,33.255,32.537,4.498,4.738,8.847,375.442,4.125,27.455,30.442
2024-08-10T19:00:00-04:00,2024-08-10T20:00:00-04:00,2024-08-10T23:00:00+00:00,2024-08-11T00:00:00+00:00,MOD-00164,60,37.622,29.637,4.205,4.47,7.863,395.736,6.173,34.603,28.417
2024-08-10T20:00:00-04:00,2024-08-10T21:00:00-04:00,2024-08-11T00:00:00+00:00,2024-08-11T01:00:00+00:00,MOD-00164,60,43.91,26.982,4.865,5.139,9.434,417.441,7.384,38.559,26.905
2024-08-10T21:00:00-04:00,2024-08-10T22:00:00-04:00,2024-08-11T01:00:00+00:00,2024-08-11T02:00:00+00:00,MOD-00164,60,46.925,25.577,5.543,5.805,9.876,410.671,6.897,37.494,24.727
2024-08-10T22:00:00-04:00,2024-08-10T23:00:00-04:00,2024-08-11T02:00:00+00:00,2024-08-11T03:00:00+00:00,MOD-00164,60,50.272,24.687,6.396,6.653,11.098,436.425,3.114,37.589,21.044
2024-08-10T23:00:00-04:00,2024-08-11T00:00:00-04:00,2024-08-11T03:00:00+00:00,2024-08-11T04:00:00+00:00,MOD-00164,60,53.52,24.078,7.043,7.382,11.128,462.854,4.936,37.511,18.34
2024-08-11T00:00:00-04:00,2024-08-11T01:00:00-04:00,2024-08-11T04:00:00+00:00,2024-08-11T05:00:00+00:00,MOD-00164,60,55.938,23.702,6.661,6.978,10.974,425.46,6.299,35.914,17.302
2024-08-11T01:00:00-04:00,2024-08-11T02:00:00-04:00,2024-08-11T05:00:00+00:00,2024-08-11T06:00:00+00:00,MOD-00164,60,55.842,23.437,6.745,7.079,12.739,385.006,6.57,26.973,16.828
2024-08-11T02:00:00-04:00,2024-08-11T03:00:00-04:00,2024-08-11T06:00:00+00:00,2024-08-11T07:00:00+00:00,MOD-00164,60,56.292,22.903,6.49,6.838,12.451,358.208,5.368,21.779,14.714
2024-08-11T03:00:00-04:00,2024-08-11T04:00:00-04:00,2024-08-11T07:00:00+00:00,2024-08-11T08:00:00+00:00,MOD-00164,60,59.675,22.183,6.55,6.925,12.209,361.993,5.779,33.098,12.709
2024-08-11T04:00:00-04:00,2024-08-11T05:00:00-04:00,2024-08-11T08:00:00+00:00,2024-08-11T09:00:00+00:00,MOD-00164,60,62.563,21.428,6.492,6.863,13.493,374.924,5.781,34.599,10.133
2024-08-11T05:00:00-04:00,2024-08-11T06:00:00-04:00,2024-08-11T09:00:00+00:00,2024-08-11T10:00:00+00:00,MOD-00164,60,65.43,20.575,7.968,8.37,13.106,453.125,5.078,34.993,8.307
2024-08-11T06:00:00-04:00,2024-08-11T07:00:00-04:00,2024-08-11T10:00:00+00:00,2024-08-11T11:00:00+00:00,MOD-00164,60,67.333,20.0,6.755,7.163,12.17,372.526,6.258,34.445,8.42
2024-08-11T07:00:00-04:00,2024-08-11T08:00:00-04:00,2024-08-11T11:00:00+00:00,2024-08-11T12:00:00+00:00,MOD-00164,60,61.167,20.873,5.708,6.053,10.927,327.773,7.858,15.879,9.809
2024-08-11T08:00:00-04:00,2024-08-11T09:00:00-04:00,2024-08-11T12:00:00+00:00,2024-08-11T13:00:00+00:00,MOD-00164,60,52.458,22.955,5.316,5.578,10.819,296.837,8.764,9.675,12.333
2024-08-11T09:00:00-04:00,2024-08-11T10:00:00-04:00,2024-08-11T13:00:00+00:00,2024-08-11T14:00:00+00:00,MOD-00164,60,40.122,26.733,5.554,5.781,9.39,254.559,14.848,11.858,15.853
2024-08-11T10:00:00-04:00,2024-08-11T11:00:00-04:00,2024-08-11T14:00:00+00:00,2024-08-11T15:00:00+00:00,MOD-00164,60,33.077,30.138,5.504,5.739,8.738,224.595,16.155,6.051,19.121
2024-08-11T11:00:00-04:00,2024-08-11T12:00:00-04:00,2024-08-11T15:00:00+00:00,2024-08-11T16:00:00+00:00,MOD-00164,60,27.617,32.745,4.717,4.936,7.389,205.212,18.255,8.351,23.767
2024-08-11T12:00:00-04:00,2024-08-11T13:00:00-04:00,2024-08-11T16:00:00+00:00,2024-08-11T17:00:00+00:00,MOD-00164,60,28.972,32.015,4.825,5.015,7.889,256.978,5.45,22.673,29.692
2024-08-11T13:00:00-04:00,2024-08-11T14:00:00-04:00,2024-08-11T17:00:00+00:00,2024-08-11T18:00:00+00:00,MOD-00164,60,28.757,31.528,5.152,5.328,7.447,284.65,3.329,25.54,32.032
2024-08-11T14:00:00-04:00,2024-08-11T15:00:00-04:00,2024-08-11T18:00:00+00:00,2024-08-11T19:00:00+00:00,MOD-00164,60,27.493,31.65,5.014,5.173,7.567,288.169,3.404,25.466,32.652
2024-08-11T15:00:00-04:00,2024-08-11T16:00:00-04:00,2024-08-11T19:00:00+00:00,2024-08-11T20:00:00+00:00,MOD-00164,60,29.592,31.17,5.266,5.423,8.981,319.679,3.298,29.197,33.84
2024-08-11T16:00:00-04:00,2024-08-11T17:00:00-04:00,2024-08-11T20:00:00+00:00,2024-08-11T21:00:00+00:00,MOD-00164,60,28.895,32.37,5.376,5.555,8.244,322.174,3.203,26.271,33.378
2024-08-11T17:00:00-04:00,2024-08-11T18:00:00-04:00,2024-08-11T21:00:00+00:00,2024-08-11T22:00:00+00:00,MOD-00164,60,32.815,31.812,5.899,6.089,9.096,367.214,3.607,30.25,33.028
2024-08-11T18:00:00-04:00,2024-08-11T19:00:00-04:00,2024-08-11T22:00:00+00:00,2024-08-11T23:00:00+00:00,MOD-00164,60,34.838,31.413,6.635,6.843,10.28,380.953,4.591,30.512,32.193
2024-08-11T19:00:00-04:00,2024-08-11T20:00:00-04:00,2024-08-11T23:00:00+00:00,2024-08-12T00:00:00+00:00,MOD-00164,60,43.098,28.235,7.331,7.579,11.147,438.076,6.761,38.602,30.907
2024-08-11T20:00:00-04:00,2024-08-11T21:00:00-04:00,2024-08-12T00:00:00+00:00,2024-08-12T01:00:00+00:00,MOD-00164,60,50.153,26.125,7.656,7.932,12.361,452.238,3.782,40.198,28.112
2024-08-11T21:00:00-04:00,2024-08-11T22:00:00-04:00,2024-08-12T01:00:00+00:00,2024-08-12T02:00:00+00:00,MOD-00164,60,53.753,24.923,7.491,7.774,13.087,432.265,4.52,37.749,26.47
2024-08-11T22:00:00-04:00,2024-08-11T23:00:00-04:00,2024-08-12T02:00:00+00:00,2024-08-12T03:00:00+00:00,MOD-00164,60,55.918,23.935,7.369,7.657,12.632,403.908,6.064,36.039,24.855
2024-08-11T23:00:00-04:00,2024-08-12T00:00:00-04:00,2024-08-12T03:00:00+00:00,2024-08-12T04:00:00+00:00,MOD-00164,60,58.23,23.128,7.542,7.875,14.724,384.845,5.632,35.214,23.752
2024-08-12T00:00:00-04:00,2024-08-12T01:00:00-04:00,2024-08-12T04:00:00+00:00,2024-08-12T05:00:00+00:00,MOD-00164,60,61.665,22.288,6.579,6.861,11.47,369.06,5.211,30.643,19.96
2024-08-12T01:00:00-04:00,2024-08-12T02:00:00-04:00,2024-08-12T05:00:00+00:00,2024-08-12T06:00:00+00:00,MOD-00164,60,60.92,21.595,3.719,3.899,6.598,320.818,6.066,26.614,15.498
2024-08-12T02:00:00-04:00,2024-08-12T03:00:00-04:00,2024-08-12T06:00:00+00:00,2024-08-12T07:00:00+00:00,MOD-00164,60,62.577,20.787,2.946,3.126,5.106,308.0,6.334,33.166,13.549
2024-08-12T03:00:00-04:00,2024-08-12T04:00:00-04:00,2024-08-12T07:00:00+00:00,2024-08-12T08:00:00+00:00,MOD-00164,60,63.942,19.995,2.398,2.572,4.468,300.258,6.878,33.193,12.785
2024-08-12T04:00:00-04:00,2024-08-12T05:00:00-04:00,2024-08-12T08:00:00+00:00,2024-08-12T09:00:00+00:00,MOD-00164,60,65.772,19.308,2.273,2.442,4.63,295.686,7.215,33.895,12.243
2024-08-12T05:00:00-04:00,2024-08-12T06:00:00-04:00,2024-08-12T09:00:00+00:00,2024-08-12T10:00:00+00:00,MOD-00164,60,67.833,18.632,2.329,2.534,4.865,299.539,8.175,34.774,10.23
2024-08-12T06:00:00-04:00,2024-08-12T07:00:00-04:00,2024-08-12T10:00:00+00:00,2024-08-12T11:00:00+00:00,MOD-00164,60,69.072,18.355,2.278,2.499,6.029,305.381,6.739,34.331,9.981
2024-08-12T07:00:00-04:00,2024-08-12T08:00:00-04:00,2024-08-12T11:00:00+00:00,2024-08-12T12:00:00+00:00,MOD-00164,60,66.182,19.252,2.55,2.763,7.036,312.267,9.018,29.669,9.679
2024-08-12T08:00:00-04:00,2024-08-12T09:00:00-04:00,2024-08-12T12:00:00+00:00,2024-08-12T13:00:00+00:00,MOD-00164,60,59.523,20.923,2.713,2.96,8.615,284.071,8.659,9.371,10.263
2024-08-12T09:00:00-04:00,2024-08-12T10:00:00-04:00,2024-08-12T13:00:00+00:00,2024-08-12T14:00:00+00:00,MOD-00164,60,48.702,23.903,2.457,2.665,8.127,261.017,11.788,12.952,10.218
2024-08-12T10:00:00-04:00,2024-08-12T11:00:00-04:00,2024-08-12T14:00:00+00:00,2024-08-12T15:00:00+00:00,MOD-00164,60,38.023,28.035,2.521,2.709,6.652,215.89,16.023,9.106,11.972
2024-08-12T11:00:00-04:00,2024-08-12T12:00:00-04:00,2024-08-12T15:00:00+00:00,2024-08-12T16:00:00+00:00,MOD-00164,60,32.965,30.52,2.522,2.708,4.574,194.859,15.777,10.961,16.728
2024-08-12T12:00:00-04:00,2024-08-12T13:00:00-04:00,2024-08-12T16:00:00+00:00,2024-08-12T17:00:00+00:00,MOD-00164,60,34.353,29.667,2.765,2.938,6.19,243.636,11.526,24.618,20.576
2024-08-12T13:00:00-04:00,2024-08-12T14:00:00-04:00,2024-08-12T17:00:00+00:00,2024-08-12T18:00:00+00:00,MOD-00164,60,35.413,29.447,3.291,3.478,6.266,283.307,8.575,28.098,22.204
2024-08-12T14:00:00-04:00,2024-08-12T15:00:00-04:00,2024-08-12T18:00:00+00:00,2024-08-12T19:00:00+00:00,MOD-00164,60,36.393,28.702,3.499,3.706,7.757,316.666,7.623,30.864,23.086
2024-08-12T15:00:00-04:00,2024-08-12T16:00:00-04:00,2024-08-12T19:00:00+00:00,2024-08-12T20:00:00+00:00,MOD-00164,60,38.133,28.275,3.99,4.208,7.329,326.128,8.664,31.561,24.017
2024-08-12T16:00:00-04:00,2024-08-12T17:00:00-04:00,2024-08-12T20:00:00+00:00,2024-08-12T21:00:00+00:00,MOD-00164,60,36.88,29.187,4.355,4.577,7.851,317.63,8.077,28.661,25.727
2024-08-12T17:00:00-04:00,2024-08-12T18:00:00-04:00,2024-08-12T21:00:00+00:00,2024-08-12T22:00:00+00:00,MOD-00164,60,39.578,29.067,4.456,4.676,7.598,317.931,6.483,31.172,23.639
2024-08-12T18:00:00-04:00,2024-08-12T19:00:00-04:00,2024-08-12T22:00:00+00:00,2024-08-12T23:00:00+00:00,MOD-00164,60,44.35,26.823,4.315,4.518,7.936,355.697,6.852,34.827,22.402
2024-08-12T19:00:00-04:00,2024-08-12T20:00:00-04:00,2024-08-12T23:00:00+00:00,2024-08-13T00:00:00+00:00,MOD-00164,60,51.392,24.862,4.263,4.468,7.114,375.569,4.139,38.569,21.378
2024-08-12T20:00:00-04:00,2024-08-12T21:00:00-04:00,2024-08-13T00:00:00+00:00,2024-08-13T01:00:00+00:00,MOD-00164,60,52.088,23.548,3.358,3.488,4.836,351.777,3.522,35.626,17.742
2024-08-12T21:00:00-04:00,2024-08-12T22:00:00-04:00,2024-08-13T01:00:00+00:00,2024-08-13T02:00:00+00:00,MOD-00164,60,54.963,22.393,3.167,3.303,5.047,332.164,4.33,35.851,15.82
2024-08-12T22:00:00-04:00,2024-08-12T23:00:00-04:00,2024-08-13T02:00:00+00:00,2024-08-13T03:00:00+00:00,MOD-00164,60,59.557,21.505,3.024,3.164,5.041,332.588,4.136,36.38,13.696
2024-08-12T23:00:00-04:00,2024-08-13T00:00:00-04:00,2024-08-13T03:00:00+00:00,2024-08-13T04:00:00+00:00,MOD-00164,60,63.742,20.723,3.051,3.217,5.619,330.339,4.337,36.243,11.031
2024-08-13T00:00:00-04:00,2024-08-13T01:00:00-04:00,2024-08-13T04:00:00+00:00,2024-08-13T05:00:00+00:00,MOD-00164,60,66.563,20.047,2.97,3.199,6.947,318.834,4.059,35.787,7.976
2024-08-13T01:00:00-04:00,2024-08-13T02:00:00-04:00,2024-08-13T05:00:00+00:00,2024-08-13T06:00:00+00:00,MOD-00164,60,68.898,19.473,2.73,2.935,5.664,303.243,5.534,34.657,5.848
2024-08-13T02:00:00-04:00,2024-08-13T03:00:00-04:00,2024-08-13T06:00:00+00:00,2024-08-13T07:00:00+00:00,MOD-00164,60,70.4,18.992,2.58,2.801,5.995,290.23,6.349,33.88,3.921
2024-08-13T03:00:00-04:00,2024-08-13T04:00:00-04:00,2024-08-13T07:00:00+00:00,2024-08-13T08:00:00+00:00,MOD-00164,60,70.315,18.8,2.489,2.682,6.031,284.049,6.875,32.676,2.929
2024-08-13T04:00:00-04:00,2024-08-13T05:00:00-04:00,2024-08-13T08:00:00+00:00,2024-08-13T09:00:00+00:00,MOD-00164,60,70.418,18.765,2.637,2.862,6.665,281.215,7.373,31.929,2.003
2024-08-13T05:00:00-04:00,2024-08-13T06:00:00-04:00,2024-08-13T09:00:00+00:00,2024-08-13T10:00:00+00:00,MOD-00164,60,71.203,18.392,2.71,2.925,6.14,295.58,7.119,32.705,0.415
