period_start,period_end,period_start_utc,period_end_utc,sn,n_datapoints,rh,temp,pm1,pm25,pm10,co,no,no2,o3
2024-08-10T05:00:00-04:00,2024-08-10T06:00:00-04:00,2024-08-10T09:00:00+00:00,2024-08-10T10:00:00+00:00,MOD-00170,60,87.147,24.913,0.956,1.549,3.726,299.064,1.558,4.939,21.001
2024-08-10T06:00:00-04:00,2024-08-10T07:00:00-04:00,2024-08-10T10:00:00+00:00,2024-08-10T11:00:00+00:00,MOD-00170,60,86.687,25.078,0.712,1.188,5.054,302.449,1.553,4.915,18.302
2024-08-10T07:00:00-04:00,2024-08-10T08:00:00-04:00,2024-08-10T11:00:00+00:00,2024-08-10T12:00:00+00:00,MOD-00170,60,86.185,25.327,0.791,1.352,4.349,311.516,1.429,5.547,15.771
2024-08-10T08:00:00-04:00,2024-08-10T09:00:00-04:00,2024-08-10T12:00:00+00:00,2024-08-10T13:00:00+00:00,MOD-00170,60,80.455,26.43,1.255,1.572,3.079,317.419,1.438,6.422,24.301
2024-08-10T09:00:00-04:00,2024-08-10T10:00:00-04:00,2024-08-10T13:00:00+00:00,2024-08-10T14:00:00+00:00,MOD-00170,60,66.882,29.498,2.311,2.627,4.428,306.739,1.796,6.955,33.912
2024-08-10T10:00:00-04:00,2024-08-10T11:00:00-04:00,2024-08-10T14:00:00+00:00,2024-08-10T15:00:00+00:00,MOD-00170,60,58.812,30.95,3.823,4.187,7.889,297.89,2.048,4.73,34.235
2024-08-10T11:00:00-04:00,2024-08-10T12:00:00-04:00,2024-08-10T15:00:00+00:00,2024-08-10T16:00:00+00:00,MOD-00170,60,55.733,31.113,5.665,6.095,11.324,315.271,2.204,4.36,35.092
2024-08-10T12:00:00-04:00,2024-08-10T13:00:00-04:00,2024-08-10T16:00:00+00:00,2024-08-10T17:00:00+00:00,MOD-00170,60,46.068,32.823,7.913,8.364,15.297,307.498,2.926,6.723,40.816
2024-08-10T13:00:00-04:00,2024-08-10T14:00:00-04:00,2024-08-10T17:00:00+00:00,2024-08-10T18:00:00+00:00,MOD-00170,60,40.633,33.693,9.089,9.422,14.587,312.167,2.715,4.107,44.357
2024-08-10T14:00:00-04:00,2024-08-10T15:00:00-04:00,2024-08-10T18:00:00+00:00,2024-08-10T19:00:00+00:00,MOD-00170,60,38.657,34.245,9.596,9.958,13.728,337.504,2.265,7.178,46.949
2024-08-10T15:00:00-04:00,2024-08-10T16:00:00-04:00,2024-08-10T19:00:00+00:00,2024-08-10T20:00:00+00:00,MOD-00170,60,32.575,34.96,8.77,9.089,12.879,323.184,2.299,9.699,50.249
2024-08-10T16:00:00-04:00,2024-08-10T17:00:00-04:00,2024-08-10T20:00:00+00:00,2024-08-10T21:00:00+00:00,MOD-00170,60,31.245,34.567,7.433,7.695,11.366,335.171,2.189,18.054,48.165
2024-08-10T17:00:00-04:00,2024-08-10T18:00:00-04:00,2024-08-10T21:00:00+00:00,2024-08-10T22:00:00+00:00,MOD-00170,60,31.552,33.398,5.497,5.743,10.606,347.157,2.026,24.013,44.788
2024-08-10T18:00:00-04:00,2024-08-10T19:00:00-04:00,2024-08-10T22:00:00+00:00,2024-08-10T23:00:00+00:00,MOD-00170,60,34.36,31.535,4.52,4.739,8.396,370.21,2.12,29.779,40.342
2024-08-10T19:00:00-04:00,2024-08-10T20:00:00-04:00,2024-08-10T23:00:00+00:00,2024-08-11T00:00:00+00:00,MOD-00170,60,37.722,29.273,4.325,4.558,8.84,381.939,2.25,34.138,35.301
2024-08-10T20:00:00-04:00,2024-08-10T21:00:00-04:00,2024-08-11T00:00:00+00:00,2024-08-11T01:00:00+00:00,MOD-00170,60,43.388,27.007,5.088,5.347,9.251,397.703,3.936,36.763,31.919
2024-08-10T21:00:00-04:00,2024-08-10T22:00:00-04:00,2024-08-11T01:00:00+00:00,2024-08-11T02:00:00+00:00,MOD-00170,60,46.125,25.688,5.874,6.112,9.393,394.275,4.183,34.922,31.388
2024-08-10T22:00:00-04:00,2024-08-10T23:00:00-04:00,2024-08-11T02:00:00+00:00,2024-08-11T03:00:00+00:00,MOD-00170,60,49.37,24.823,7.078,7.35,10.283,422.858,2.656,35.387,27.697
2024-08-10T23:00:00-04:00,2024-08-11T00:00:00-04:00,2024-08-11T03:00:00+00:00,2024-08-11T04:00:00+00:00,MOD-00170,60,52.77,24.223,7.593,7.897,11.406,449.195,2.368,35.631,24.521
2024-08-11T00:00:00-04:00,2024-08-11T01:00:00-04:00,2024-08-11T04:00:00+00:00,2024-08-11T05:00:00+00:00,MOD-00170,60,55.493,23.755,7.125,7.428,11.448,413.566,2.358,30.543,24.178
2024-08-11T01:00:00-04:00,2024-08-11T02:00:00-04:00,2024-08-11T05:00:00+00:00,2024-08-11T06:00:00+00:00,MOD-00170,60,55.243,23.51,7.233,7.59,11.314,377.245,2.366,13.257,25.679
2024-08-11T02:00:00-04:00,2024-08-11T03:00:00-04:00,2024-08-11T06:00:00+00:00,2024-08-11T07:00:00+00:00,MOD-00170,60,55.418,23.05,6.946,7.298,11.23,353.513,2.367,12.217,23.181
2024-08-11T03:00:00-04:00,2024-08-11T04:00:00-04:00,2024-08-11T07:00:00+00:00,2024-08-11T08:00:00+00:00,MOD-00170,60,59.012,22.305,7.166,7.58,12.382,357.635,2.202,12.428,19.285
2024-08-11T04:00:00-04:00,2024-08-11T05:00:00-04:00,2024-08-11T08:00:00+00:00,2024-08-11T09:00:00+00:00,MOD-00170,60,61.832,21.58,7.27,7.661,11.455,371.126,2.392,22.271,16.485
2024-08-11T05:00:00-04:00,2024-08-11T06:00:00-04:00,2024-08-11T09:00:00+00:00,2024-08-11T10:00:00+00:00,MOD-00170,60,64.72,20.717,8.823,9.246,13.447,449.848,2.371,32.826,13.946
2024-08-11T06:00:00-04:00,2024-08-11T07:00:00-04:00,2024-08-11T10:00:00+00:00,2024-08-11T11:00:00+00:00,MOD-00170,60,66.592,20.15,7.206,7.693,11.717,369.042,2.008,31.44,14.562
2024-08-11T07:00:00-04:00,2024-08-11T08:00:00-04:00,2024-08-11T11:00:00+00:00,2024-08-11T12:00:00+00:00,MOD-00170,60,59.267,21.292,6.085,6.502,10.828,329.006,2.392,8.371,23.473
2024-08-11T08:00:00-04:00,2024-08-11T09:00:00-04:00,2024-08-11T12:00:00+00:00,2024-08-11T13:00:00+00:00,MOD-00170,60,45.6,25.248,5.514,5.8,9.306,295.932,3.771,7.644,32.909
2024-08-11T09:00:00-04:00,2024-08-11T10:00:00-04:00,2024-08-11T13:00:00+00:00,2024-08-11T14:00:00+00:00,MOD-00170,60,35.507,28.497,5.695,5.903,9.227,253.685,2.783,5.075,37.75
2024-08-11T10:00:00-04:00,2024-08-11T11:00:00-04:00,2024-08-11T14:00:00+00:00,2024-08-11T15:00:00+00:00,MOD-00170,60,33.978,29.165,5.657,5.844,9.198,258.529,2.261,9.128,36.609
2024-08-11T11:00:00-04:00,2024-08-11T12:00:00-04:00,2024-08-11T15:00:00+00:00,2024-08-11T16:00:00+00:00,MOD-00170,60,31.4,29.797,4.875,5.062,8.571,260.036,2.068,9.007,39.961
2024-08-11T12:00:00-04:00,2024-08-11T13:00:00-04:00,2024-08-11T16:00:00+00:00,2024-08-11T17:00:00+00:00,MOD-00170,60,31.35,30.15,4.808,4.982,7.449,275.485,2.082,16.337,41.488
2024-08-11T13:00:00-04:00,2024-08-11T14:00:00-04:00,2024-08-11T17:00:00+00:00,2024-08-11T18:00:00+00:00,MOD-00170,60,28.732,31.168,4.871,5.042,7.544,275.289,2.03,15.522,44.8
2024-08-11T14:00:00-04:00,2024-08-11T15:00:00-04:00,2024-08-11T18:00:00+00:00,2024-08-11T19:00:00+00:00,MOD-00170,60,26.302,32.087,4.773,4.91,7.204,269.05,2.309,17.302,45.624
2024-08-11T15:00:00-04:00,2024-08-11T16:00:00-04:00,2024-08-11T19:00:00+00:00,2024-08-11T20:00:00+00:00,MOD-00170,60,28.79,31.338,4.89,5.051,8.701,305.296,2.042,27.341,44.681
2024-08-11T16:00:00-04:00,2024-08-11T17:00:00-04:00,2024-08-11T20:00:00+00:00,2024-08-11T21:00:00+00:00,MOD-00170,60,28.765,32.085,5.205,5.366,6.919,313.748,2.125,26.394,44.581
2024-08-11T17:00:00-04:00,2024-08-11T18:00:00-04:00,2024-08-11T21:00:00+00:00,2024-08-11T22:00:00+00:00,MOD-00170,60,33.105,31.375,5.612,5.787,8.768,354.631,2.095,30.802,41.932
2024-08-11T18:00:00-04:00,2024-08-11T19:00:00-04:00,2024-08-11T22:00:00+00:00,2024-08-11T23:00:00+00:00,MOD-00170,60,36.438,30.323,6.545,6.749,11.451,372.927,2.196,32.635,40.019
2024-08-11T19:00:00-04:00,2024-08-11T20:00:00-04:00,2024-08-11T23:00:00+00:00,2024-08-12T00:00:00+00:00,MOD-00170,60,43.782,27.833,7.527,7.762,11.935,417.46,3.487,38.276,34.396
2024-08-11T20:00:00-04:00,2024-08-11T21:00:00-04:00,2024-08-12T00:00:00+00:00,2024-08-12T01:00:00+00:00,MOD-00170,60,50.073,26.117,7.895,8.158,12.467,426.984,2.89,38.349,31.454
2024-08-11T21:00:00-04:00,2024-08-11T22:00:00-04:00,2024-08-12T01:00:00+00:00,2024-08-12T02:00:00+00:00,MOD-00170,60,53.518,24.987,7.742,8.023,13.606,411.742,2.299,35.458,31.716
2024-08-11T22:00:00-04:00,2024-08-11T23:00:00-04:00,2024-08-12T02:00:00+00:00,2024-08-12T03:00:00+00:00,MOD-00170,60,55.633,24.0,7.663,7.982,14.892,389.046,2.332,32.333,31.455
2024-08-11T23:00:00-04:00,2024-08-12T00:00:00-04:00,2024-08-12T03:00:00+00:00,2024-08-12T04:00:00+00:00,MOD-00170,60,57.988,23.182,7.86,8.198,13.08,373.867,2.275,28.211,29.808
2024-08-12T00:00:00-04:00,2024-08-12T01:00:00-04:00,2024-08-12T04:00:00+00:00,2024-08-12T05:00:00+00:00,MOD-00170,60,61.502,22.325,6.936,7.213,11.289,360.554,2.367,24.954,26.272
2024-08-12T01:00:00-04:00,2024-08-12T02:00:00-04:00,2024-08-12T05:00:00+00:00,2024-08-12T06:00:00+00:00,MOD-00170,60,60.673,21.615,3.902,4.13,7.066,318.894,2.306,11.914,23.081
2024-08-12T02:00:00-04:00,2024-08-12T03:00:00-04:00,2024-08-12T06:00:00+00:00,2024-08-12T07:00:00+00:00,MOD-00170,60,62.303,20.803,3.054,3.232,5.537,308.452,2.425,18.448,20.341
2024-08-12T03:00:00-04:00,2024-08-12T04:00:00-04:00,2024-08-12T07:00:00+00:00,2024-08-12T08:00:00+00:00,MOD-00170,60,63.465,20.05,2.497,2.71,4.131,302.346,2.647,18.722,20.094
2024-08-12T04:00:00-04:00,2024-08-12T05:00:00-04:00,2024-08-12T08:00:00+00:00,2024-08-12T09:00:00+00:00,MOD-00170,60,65.24,19.385,2.386,2.588,4.023,298.828,2.323,30.422,18.668
2024-08-12T05:00:00-04:00,2024-08-12T06:00:00-04:00,2024-08-12T09:00:00+00:00,2024-08-12T10:00:00+00:00,MOD-00170,60,67.618,18.63,2.473,2.681,4.797,303.207,1.968,32.083,16.288
2024-08-12T06:00:00-04:00,2024-08-12T07:00:00-04:00,2024-08-12T10:00:00+00:00,2024-08-12T11:00:00+00:00,MOD-00170,60,69.222,18.26,2.425,2.682,5.289,309.407,1.965,31.519,16.278
2024-08-12T07:00:00-04:00,2024-08-12T08:00:00-04:00,2024-08-12T11:00:00+00:00,2024-08-12T12:00:00+00:00,MOD-00170,60,65.103,19.495,2.632,2.865,6.353,318.276,2.19,19.339,20.539
2024-08-12T08:00:00-04:00,2024-08-12T09:00:00-04:00,2024-08-12T12:00:00+00:00,2024-08-12T13:00:00+00:00,MOD-00170,60,53.173,22.787,2.811,3.075,9.245,286.979,2.594,7.485,27.541
2024-08-12T09:00:00-04:00,2024-08-12T10:00:00-04:00,2024-08-12T13:00:00+00:00,2024-08-12T14:00:00+00:00,MOD-00170,60,44.673,25.105,2.514,2.716,8.897,260.009,4.416,11.045,28.359
2024-08-12T10:00:00-04:00,2024-08-12T11:00:00-04:00,2024-08-12T14:00:00+00:00,2024-08-12T15:00:00+00:00,MOD-00170,60,40.505,26.475,2.511,2.682,5.688,249.082,4.062,11.915,29.658
2024-08-12T11:00:00-04:00,2024-08-12T12:00:00-04:00,2024-08-12T15:00:00+00:00,2024-08-12T16:00:00+00:00,MOD-00170,60,38.415,27.278,2.569,2.741,6.918,249.504,2.902,7.47,31.332
2024-08-12T12:00:00-04:00,2024-08-12T13:00:00-04:00,2024-08-12T16:00:00+00:00,2024-08-12T17:00:00+00:00,MOD-00170,60,37.473,27.72,2.764,2.932,6.752,260.741,2.494,8.721,31.553
2024-08-12T13:00:00-04:00,2024-08-12T14:00:00-04:00,2024-08-12T17:00:00+00:00,2024-08-12T18:00:00+00:00,MOD-00170,60,35.825,28.972,3.219,3.392,6.009,272.807,2.28,14.33,33.397
2024-08-12T14:00:00-04:00,2024-08-12T15:00:00-04:00,2024-08-12T18:00:00+00:00,2024-08-12T19:00:00+00:00,MOD-00170,60,36.375,28.458,3.343,3.534,7.926,301.35,2.39,25.57,32.609
2024-08-12T15:00:00-04:00,2024-08-12T16:00:00-04:00,2024-08-12T19:00:00+00:00,2024-08-12T20:00:00+00:00,MOD-00170,60,38.085,28.077,3.85,4.067,8.488,311.252,2.609,28.491,32.855
2024-08-12T16:00:00-04:00,2024-08-12T17:00:00-04:00,2024-08-12T20:00:00+00:00,2024-08-12T21:00:00+00:00,MOD-00170,60,37.293,28.738,4.047,4.236,7.761,308.937,2.463,20.667,37.778
2024-08-12T17:00:00-04:00,2024-08-12T18:00:00-04:00,2024-08-12T21:00:00+00:00,2024-08-12T22:00:00+00:00,MOD-00170,60,40.607,28.408,4.62,4.84,9.715,310.901,3.043,29.643,30.096
2024-08-12T18:00:00-04:00,2024-08-12T19:00:00-04:00,2024-08-12T22:00:00+00:00,2024-08-12T23:00:00+00:00,MOD-00170,60,45.76,26.098,4.509,4.711,7.385,346.147,4.59,33.566,29.173
2024-08-12T19:00:00-04:00,2024-08-12T20:00:00-04:00,2024-08-12T23:00:00+00:00,2024-08-13T00:00:00+00:00,MOD-00170,60,52.27,24.51,4.6,4.801,8.299,360.999,2.691,37.402,24.478
2024-08-12T20:00:00-04:00,2024-08-12T21:00:00-04:00,2024-08-13T00:00:00+00:00,2024-08-13T01:00:00+00:00,MOD-00170,60,52.245,23.395,3.583,3.721,5.784,341.36,2.38,32.071,24.909
2024-08-12T21:00:00-04:00,2024-08-12T22:00:00-04:00,2024-08-13T01:00:00+00:00,2024-08-13T02:00:00+00:00,MOD-00170,60,54.837,22.335,3.252,3.385,5.797,324.295,2.386,32.944,21.387
2024-08-12T22:00:00-04:00,2024-08-12T23:00:00-04:00,2024-08-13T02:00:00+00:00,2024-08-13T03:00:00+00:00,MOD-00170,60,59.605,21.448,3.257,3.408,5.023,325.658,2.242,34.365,17.943
2024-08-12T23:00:00-04:00,2024-08-13T00:00:00-04:00,2024-08-13T03:00:00+00:00,2024-08-13T04:00:00+00:00,MOD-00170,60,63.863,20.668,3.288,3.468,5.601,324.809,2.485,34.035,15.155
2024-08-13T00:00:00-04:00,2024-08-13T01:00:00-04:00,2024-08-13T04:00:00+00:00,2024-08-13T05:00:00+00:00,MOD-00170,60,66.83,19.97,3.201,3.435,5.56,315.586,1.953,33.297,12.33
2024-08-13T01:00:00-04:00,2024-08-13T02:00:00-04:00,2024-08-13T05:00:00+00:00,2024-08-13T06:00:00+00:00,MOD-00170,60,69.258,19.377,2.902,3.122,5.873,302.205,1.776,28.755,10.568
2024-08-13T02:00:00-04:00,2024-08-13T03:00:00-04:00,2024-08-13T06:00:00+00:00,2024-08-13T07:00:00+00:00,MOD-00170,60,70.853,18.875,2.777,3.037,6.869,290.672,1.783,30.975,9.264
2024-08-13T03:00:00-04:00,2024-08-13T04:00:00-04:00,2024-08-13T07:00:00+00:00,2024-08-13T08:00:00+00:00,MOD-00170,60,70.71,18.7,2.695,2.916,5.448,287.985,1.755,29.139,9.453
2024-08-13T04:00:00-04:00,2024-08-13T05:00:00-04:00,2024-08-13T08:00:00+00:00,2024-08-13T09:00:00+00:00,MOD-00170,60,70.915,18.625,2.778,3.006,5.018,287.088,1.754,27.988,8.788
2024-08-13T05:00:00-04:00,2024-08-13T06:00:00-04:00,2024-08-13T09:00:00+00:00,2024-08-13T10:00:00+00:00,MOD-00170,60,71.473,18.325,2.947,3.199,6.088,301.084,1.885,28.596,6.869
